"play_game_id","timestamp","X.x","game_str.x","play_id.x","player_position","field_x","field_y","X.y","game_str.y","play_id.y","ball_position_x","ball_position_y","ball_position_z","coverer_id","total_pos_dif","y_pos_dif","displacement","displacement_per_second"
"1900_05_TeamKK_TeamB 24",896411,10784,"1900_05_TeamKK_TeamB",24,6,-13.4217,135.5769,700,"1900_05_TeamKK_TeamB",24,3.67032,19.00497,0.635904,"1900_05_TeamKK_TeamB 24 6",117.818300834825,116.57193,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896444,10785,"1900_05_TeamKK_TeamB",24,6,-13.179,135.3936,701,"1900_05_TeamKK_TeamB",24,3.67485,19.09656,0.651741,"1900_05_TeamKK_TeamB 24 6",117.511930341494,116.29704,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896477,10786,"1900_05_TeamKK_TeamB",24,6,-12.9372,135.2115,702,"1900_05_TeamKK_TeamB",24,3.68403,19.21413,0.664329,"1900_05_TeamKK_TeamB 24 6",117.182145114475,115.99737,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896510,10787,"1900_05_TeamKK_TeamB",24,6,-12.6957,135.0312,703,"1900_05_TeamKK_TeamB",24,3.69786,19.35765,0.673662,"1900_05_TeamKK_TeamB 24 6",116.829443973153,115.67355,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896543,10788,"1900_05_TeamKK_TeamB",24,6,-12.4548,134.8524,704,"1900_05_TeamKK_TeamB",24,3.71631,19.52712,0.679746,"1900_05_TeamKK_TeamB 24 6",116.453531529578,115.32528,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896576,10789,"1900_05_TeamKK_TeamB",24,6,-12.2142,134.676,705,"1900_05_TeamKK_TeamB",24,3.73944,19.72257,0.682578,"1900_05_TeamKK_TeamB 24 6",116.055201081272,114.95343,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896609,10790,"1900_05_TeamKK_TeamB",24,6,-11.9742,134.502,706,"1900_05_TeamKK_TeamB",24,3.76719,19.94397,0.682158,"1900_05_TeamKK_TeamB 24 6",115.634482731636,114.55803,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896642,10791,"1900_05_TeamKK_TeamB",24,6,-11.7345,134.3304,707,"1900_05_TeamKK_TeamB",24,3.79959,20.19132,0.678489,"1900_05_TeamKK_TeamB 24 6",115.191308419405,114.13908,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896675,10792,"1900_05_TeamKK_TeamB",24,6,-11.4951,134.1621,708,"1900_05_TeamKK_TeamB",24,3.83664,20.46465,0.671568,"1900_05_TeamKK_TeamB 24 6",114.726511268887,113.69745,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896708,10793,"1900_05_TeamKK_TeamB",24,6,-11.256,133.9968,709,"1900_05_TeamKK_TeamB",24,3.87834,20.7639,0.661395,"1900_05_TeamKK_TeamB 24 6",114.239826197546,113.2329,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896741,10794,"1900_05_TeamKK_TeamB",24,6,-11.0172,133.8348,710,"1900_05_TeamKK_TeamB",24,3.92469,21.08913,0.64797,"1900_05_TeamKK_TeamB 24 6",113.731465217507,112.74567,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896774,10795,"1900_05_TeamKK_TeamB",24,6,-10.7793,133.6764,711,"1900_05_TeamKK_TeamB",24,3.97569,21.44031,0.631296,"1900_05_TeamKK_TeamB 24 6",113.20180929821,112.23609,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896807,10796,"1900_05_TeamKK_TeamB",24,6,-10.5417,133.5222,712,"1900_05_TeamKK_TeamB",24,4.03134,21.81747,0.61137,"1900_05_TeamKK_TeamB 24 6",112.651321338076,111.70473,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896840,10797,"1900_05_TeamKK_TeamB",24,6,-10.305,133.3716,713,"1900_05_TeamKK_TeamB",24,4.09161,22.22058,0.588192,"1900_05_TeamKK_TeamB 24 6",112.079487983005,111.15102,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896873,10798,"1900_05_TeamKK_TeamB",24,6,-10.0692,133.2255,714,"1900_05_TeamKK_TeamB",24,4.15656,22.64964,0.561762,"1900_05_TeamKK_TeamB 24 6",111.487187884156,110.57586,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896906,10799,"1900_05_TeamKK_TeamB",24,6,-9.834,133.0839,715,"1900_05_TeamKK_TeamB",24,4.22613,23.10465,0.532083,"1900_05_TeamKK_TeamB 24 6",110.87435540367,109.97925,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896939,10800,"1900_05_TeamKK_TeamB",24,6,-9.6,132.9465,716,"1900_05_TeamKK_TeamB",24,4.30038,23.58561,0.499152,"1900_05_TeamKK_TeamB 24 6",110.240758459548,109.36089,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",896972,10801,"1900_05_TeamKK_TeamB",24,6,-9.3675,132.8136,717,"1900_05_TeamKK_TeamB",24,4.37925,24.09255,0.462969,"1900_05_TeamKK_TeamB 24 6",109.586677331987,108.72105,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897005,10802,"1900_05_TeamKK_TeamB",24,6,-9.1359,132.6849,718,"1900_05_TeamKK_TeamB",24,4.46277,24.62544,0.423534,"1900_05_TeamKK_TeamB 24 6",108.91175657963,108.05946,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897038,10803,"1900_05_TeamKK_TeamB",24,6,-8.9061,132.561,719,"1900_05_TeamKK_TeamB",24,4.55094,25.18431,0.38085,"1900_05_TeamKK_TeamB 24 6",108.216659904645,107.37669,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897071,10804,"1900_05_TeamKK_TeamB",24,6,-8.6781,132.4416,720,"1900_05_TeamKK_TeamB",24,4.33647,24.9771,0,"1900_05_TeamKK_TeamB 24 6",108.249701119841,107.4645,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897104,10805,"1900_05_TeamKK_TeamB",24,6,-8.4519,132.3264,721,"1900_05_TeamKK_TeamB",24,4.32855,25.06887,0,"1900_05_TeamKK_TeamB 24 6",108.016284160785,107.25753,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897137,10806,"1900_05_TeamKK_TeamB",24,6,-8.2278,132.216,722,"1900_05_TeamKK_TeamB",24,4.32063,25.16064,0,"1900_05_TeamKK_TeamB 24 6",107.788279512174,107.05536,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897170,10807,"1900_05_TeamKK_TeamB",24,6,-8.0064,132.1104,723,"1900_05_TeamKK_TeamB",24,4.31271,25.25244,0,"1900_05_TeamKK_TeamB 24 6",107.565719848629,106.85796,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897203,10808,"1900_05_TeamKK_TeamB",24,6,-7.7871,132.0096,724,"1900_05_TeamKK_TeamB",24,4.30479,25.34421,0,"1900_05_TeamKK_TeamB 24 6",107.348587450531,106.66539,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897236,10809,"1900_05_TeamKK_TeamB",24,6,-7.5708,131.9133,725,"1900_05_TeamKK_TeamB",24,4.29687,25.43601,0,"1900_05_TeamKK_TeamB 24 6",107.136617815633,106.47729,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897269,10810,"1900_05_TeamKK_TeamB",24,6,-7.3572,131.8224,726,"1900_05_TeamKK_TeamB",24,4.28892,25.52778,0,"1900_05_TeamKK_TeamB 24 6",106.930717532423,106.29462,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897302,10811,"1900_05_TeamKK_TeamB",24,6,-7.1463,131.7363,727,"1900_05_TeamKK_TeamB",24,4.281,25.61958,0,"1900_05_TeamKK_TeamB 24 6",106.730227437443,106.11672,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897335,10812,"1900_05_TeamKK_TeamB",24,6,-6.9384,131.6553,728,"1900_05_TeamKK_TeamB",24,4.27308,25.71135,0,"1900_05_TeamKK_TeamB 24 6",106.535523772087,105.94395,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897368,10813,"1900_05_TeamKK_TeamB",24,6,-6.7332,131.5794,729,"1900_05_TeamKK_TeamB",24,4.26516,25.80312,0,"1900_05_TeamKK_TeamB 24 6",106.346534185783,105.77628,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897401,10814,"1900_05_TeamKK_TeamB",24,6,-6.5313,131.5089,730,"1900_05_TeamKK_TeamB",24,4.25724,25.89492,0,"1900_05_TeamKK_TeamB 24 6",106.163578343856,105.61398,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897434,10815,"1900_05_TeamKK_TeamB",24,6,-6.3321,131.4435,731,"1900_05_TeamKK_TeamB",24,4.24932,25.98669,0,"1900_05_TeamKK_TeamB 24 6",105.986344519436,105.45681,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897467,10816,"1900_05_TeamKK_TeamB",24,6,-6.1359,131.3829,732,"1900_05_TeamKK_TeamB",24,4.2414,26.07849,0,"1900_05_TeamKK_TeamB 24 6",105.814493906733,105.30441,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897500,10817,"1900_05_TeamKK_TeamB",24,6,-5.9424,131.3277,733,"1900_05_TeamKK_TeamB",24,4.23348,26.17026,0,"1900_05_TeamKK_TeamB 24 6",105.648642779394,105.15744,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897533,10818,"1900_05_TeamKK_TeamB",24,6,-5.7519,131.277,734,"1900_05_TeamKK_TeamB",24,4.22556,26.26206,0,"1900_05_TeamKK_TeamB 24 6",105.487853951321,105.01494,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897566,10819,"1900_05_TeamKK_TeamB",24,6,-5.5644,131.2311,735,"1900_05_TeamKK_TeamB",24,4.21764,26.35383,0,"1900_05_TeamKK_TeamB 24 6",105.332473953736,104.87727,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897599,10820,"1900_05_TeamKK_TeamB",24,6,-5.3796,131.1897,736,"1900_05_TeamKK_TeamB",24,4.20972,26.44563,0,"1900_05_TeamKK_TeamB 24 6",105.182105218651,104.74407,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",897632,10821,"1900_05_TeamKK_TeamB",24,6,-5.1975,131.1525,737,"1900_05_TeamKK_TeamB",24,4.2018,26.5374,0,"1900_05_TeamKK_TeamB 24 6",105.036498363664,104.6151,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",898127,10836,"1900_05_TeamKK_TeamB",24,6,-2.7684,130.8792,738,"1900_05_TeamKK_TeamB",24,11.42787,30.8661,3.69393,"1900_05_TeamKK_TeamB 24 6",101.015613909548,100.0131,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",898160,10837,"1900_05_TeamKK_TeamB",24,6,-2.625,130.8687,739,"1900_05_TeamKK_TeamB",24,14.1657,33.0696,4.05438,"1900_05_TeamKK_TeamB 24 6",99.2299932847927,97.7991,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",898193,10838,"1900_05_TeamKK_TeamB",24,6,-2.484,130.8591,740,"1900_05_TeamKK_TeamB",24,16.89459,35.2515,4.37463,"1900_05_TeamKK_TeamB 24 6",97.5517448749539,95.6076,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",898226,10839,"1900_05_TeamKK_TeamB",24,6,-2.3451,130.8504,741,"1900_05_TeamKK_TeamB",24,19.61454,37.4121,4.65471,"1900_05_TeamKK_TeamB 24 6",95.9840700107033,93.4383,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",898259,10840,"1900_05_TeamKK_TeamB",24,6,-2.2083,130.8426,742,"1900_05_TeamKK_TeamB",24,22.32552,39.5511,4.89459,"1900_05_TeamKK_TeamB 24 6",94.5306632582381,91.2915,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",898292,10841,"1900_05_TeamKK_TeamB",24,6,-2.0742,130.8363,743,"1900_05_TeamKK_TeamB",24,25.02756,41.6688,5.09433,"1900_05_TeamKK_TeamB 24 6",93.1952168909306,89.1675,24.4432978176023,6.02051670384293
"1900_05_TeamKK_TeamB 24",898325,10842,"1900_05_TeamKK_TeamB",24,6,-1.9419,130.8315,744,"1900_05_TeamKK_TeamB",24,27.72066,43.7652,5.25387,"1900_05_TeamKK_TeamB 24 6",91.980476523247,87.0663,24.4432978176023,6.02051670384293
